»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-08-07,'002761,∂‡œ≤∞Æ,34.4,35.78,33.98,35.5,35.97,-1.57,-4.3647,5.7451,3388607,117257720.68,4128000000.0,2028983208.0
2017-08-04,'002761,∂‡œ≤∞Æ,35.97,37.48,35.95,37.0,37.25,-1.28,-3.4362,4.9554,2922806,107059538.32,4316400000.0,2121585057.9
2017-08-03,'002761,∂‡œ≤∞Æ,37.25,37.58,36.5,36.69,36.89,0.36,0.9759,4.8153,2840165,105095103.3,4470000000.0,2197082107.5
2017-08-02,'002761,∂‡œ≤∞Æ,36.89,38.9,36.66,37.76,37.87,-0.98,-2.5878,7.4134,4372592,163673032.68,4426800000.0,2175848562.3
2017-08-01,'002761,∂‡œ≤∞Æ,37.87,39.11,37.6,39.0,39.15,-1.28,-3.2695,10.3146,6083772,232270628.36,4544400000.0,2233650990.9
2017-07-31,'002761,∂‡œ≤∞Æ,39.15,40.0,36.41,36.42,36.7,2.45,6.6757,18.9356,11168629,431775876.25,4698000000.0,2309148040.5
2017-07-28,'002761,∂‡œ≤∞Æ,36.7,38.45,36.51,38.45,38.5,-1.8,-4.6753,11.8469,6987550,263666104.0,4404000000.0,2164641969.0
2017-07-27,'002761,∂‡œ≤∞Æ,38.5,39.0,37.36,37.89,37.78,0.72,1.9058,13.4961,7960271,303690804.93,4620000000.0,2270809695.0
2017-07-26,'002761,∂‡œ≤∞Æ,37.78,38.1,37.0,37.2,37.7,0.08,0.2122,7.4586,4399250,164831798.0,4533600000.0,2228342604.6
2017-07-25,'002761,∂‡œ≤∞Æ,37.7,38.19,36.91,38.04,38.24,-0.54,-1.4121,8.6969,5129600,192307031.88,4524000000.0,2223624039.0
2017-07-24,'002761,∂‡œ≤∞Æ,38.24,38.94,36.8,36.8,37.78,0.46,1.2176,13.3364,7866071,298386609.21,4588800000.0,2255474356.8
2017-07-21,'002761,∂‡œ≤∞Æ,37.78,39.09,36.41,36.6,37.57,0.21,0.559,20.6399,12173812,463280415.18,4533600000.0,2228342604.6
2017-07-20,'002761,∂‡œ≤∞Æ,37.57,38.4,36.3,37.33,36.97,0.6,1.6229,24.5663,14489709,538603804.42,4508400000.0,2215956369.9
2017-07-19,'002761,∂‡œ≤∞Æ,36.97,38.57,36.02,36.75,35.53,1.44,4.0529,19.7895,11672264,433952934.68,4436400000.0,2180567127.9
2017-07-18,'002761,∂‡œ≤∞Æ,35.53,35.53,31.5,31.8,32.3,3.23,10.0,13.4415,7928074,268636994.65,4263600000.0,2095632947.1
2017-07-17,'002761,∂‡œ≤∞Æ,32.3,34.58,31.1,34.25,34.56,-2.26,-6.5394,11.2686,6646432,216481365.36,3876000000.0,1905120861.0
2017-07-14,'002761,∂‡œ≤∞Æ,34.56,34.56,31.16,31.37,31.42,3.14,9.9936,16.5468,9759666,327527531.53,4147200000.0,2038420339.2
2017-07-13,'002761,∂‡œ≤∞Æ,31.42,32.45,31.05,32.45,32.49,-1.07,-3.2933,5.9487,3508653,110695254.73,3770400000.0,1853216639.4
2017-07-12,'002761,∂‡œ≤∞Æ,32.49,33.37,31.25,33.36,33.47,-0.98,-2.928,6.0783,3585131,115660353.32,3898800000.0,1916327454.3
2017-07-11,'002761,∂‡œ≤∞Æ,33.47,36.31,33.22,36.08,36.06,-2.59,-7.1825,7.142,4212484,143172007.59,4016400000.0,1974129882.9
2017-07-10,'002761,∂‡œ≤∞Æ,36.06,37.26,35.76,35.76,35.76,0.3,0.8389,5.5467,3271564,118976983.02,4327200000.0,2126893444.2
2017-07-07,'002761,∂‡œ≤∞Æ,35.78,38.06,35.6,37.94,37.56,-1.78,-4.7391,6.9056,4073043,149024125.2,4293600000.0,2110378464.6
2017-07-06,'002761,∂‡œ≤∞Æ,37.56,38.98,37.42,38.86,38.41,-0.85,-2.213,5.9167,3489789,133058607.5,4507200000.0,2215366549.2
2017-07-05,'002761,∂‡œ≤∞Æ,38.41,39.2,38.25,39.05,39.0,-0.59,-1.5128,5.1153,3017100,116279399.48,4609200000.0,2265501308.7
2017-07-04,'002761,∂‡œ≤∞Æ,39.0,40.8,37.37,38.0,37.87,1.13,2.9839,7.669,4523350,174221298.18,4680000000.0,2300300730.0
2017-07-03,'002761,∂‡œ≤∞Æ,37.87,38.32,37.34,38.11,38.09,-0.22,-0.5776,4.1443,2444372,92012801.38,4544400000.0,2233650990.9
2017-06-30,'002761,∂‡œ≤∞Æ,38.09,39.06,37.97,39.0,38.63,-0.54,-1.3979,5.4384,3207656,122453388.47,4570800000.0,2246627046.3
2017-06-29,'002761,∂‡œ≤∞Æ,38.63,38.9,38.0,38.3,38.64,-0.01,-0.0259,8.2153,4845571,186425414.42,4635600000.0,2278477364.1
2017-06-28,'002761,∂‡œ≤∞Æ,38.64,39.15,37.4,39.15,38.43,0.21,0.5464,9.5691,5644070,216785759.81,4636800000.0,2279067184.8
2017-06-27,'002761,∂‡œ≤∞Æ,38.43,40.5,38.17,38.2,37.17,1.26,3.3898,18.9248,11162234,434963692.62,4611600000.0,2266680950.1
2017-06-26,'002761,∂‡œ≤∞Æ,37.17,37.17,33.52,33.8,33.79,3.38,10.003,13.4242,7917848,283489423.28,4460400000.0,2192363541.9
2017-06-23,'002761,∂‡œ≤∞Æ,33.79,34.29,33.07,34.21,34.25,-0.46,-1.3431,7.8043,4603149,154425120.11,4054800000.0,1993004145.3
2017-06-22,'002761,∂‡œ≤∞Æ,34.25,35.81,33.76,35.81,35.4,-1.15,-3.2486,11.274,6649624,228863179.49,4110000000.0,2020135897.5
2017-06-21,'002761,∂‡œ≤∞Æ,35.4,37.38,34.5,37.0,36.38,-0.98,-2.6938,15.9757,9422821,333909605.98,4248000000.0,2087965278.0
2017-06-20,'002761,∂‡œ≤∞Æ,36.38,36.38,34.91,35.0,33.07,3.31,10.0091,21.0837,12435614,445100404.68,4365600000.0,2145767706.6
2017-06-19,'002761,∂‡œ≤∞Æ,33.07,33.07,30.51,30.76,30.06,3.01,10.0133,15.9779,9424114,303112135.22,3968400000.0,1950537054.9
2017-06-16,'002761,∂‡œ≤∞Æ,30.06,30.06,30.06,30.06,27.33,2.73,9.989,1.2083,712691,21423491.46,3607200000.0,1773001024.2
2017-06-15,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,27.33,None,None,0.0,0,0.0,3279600000.0,1611979973.1
2017-06-14,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,27.33,None,None,0.0,0,0.0,3279600000.0,1611979973.1
2017-06-13,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,27.33,None,None,0.0,0,0.0,3279600000.0,1611979973.1
2017-06-12,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,27.33,None,None,0.0,0,0.0,3279600000.0,1611979973.1
2017-06-09,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,27.33,None,None,0.0,0,0.0,3279600000.0,1611979973.1
2017-06-08,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,27.33,None,None,0.0,0,0.0,3279600000.0,1611979973.1
2017-06-07,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,27.33,None,None,0.0,0,0.0,3279600000.0,1611979973.1
2017-06-06,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,27.33,None,None,0.0,0,0.0,3279600000.0,1611979973.1
2017-06-05,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,27.33,None,None,0.0,0,0.0,3279600000.0,1611979973.1
2017-06-02,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,27.33,None,None,0.0,0,0.0,3279600000.0,1611979973.1
2017-06-01,'002761,∂‡œ≤∞Æ,27.33,30.4,27.33,30.3,30.37,-3.04,-10.0099,10.954,6460900,185663681.14,3279600000.0,1611979973.1
2017-05-31,'002761,∂‡œ≤∞Æ,30.37,33.24,29.6,32.69,32.5,-2.13,-6.5538,9.5689,5643950,177353037.85,3644400000.0,1791285465.9
2017-05-26,'002761,∂‡œ≤∞Æ,32.5,33.3,31.88,33.3,33.08,-0.58,-1.7533,6.2915,3710859,120508255.52,3900000000.0,1916917275.0
2017-05-25,'002761,∂‡œ≤∞Æ,33.08,34.99,32.51,33.84,34.83,-1.75,-5.0244,7.4277,4381021,147658299.43,3969600000.0,1951126875.6
2017-05-24,'002761,∂‡œ≤∞Æ,34.83,36.44,34.83,36.44,38.7,-3.87,-10.0,6.4339,3794822,132520251.26,4179600000.0,2054345498.1
2017-05-23,'002761,∂‡œ≤∞Æ,38.7,42.94,38.7,42.94,43.0,-4.3,-10.0,5.3786,3172419,124483801.24,4644000000.0,2282606109.0
2017-05-22,'002761,∂‡œ≤∞Æ,43.0,47.63,42.35,47.08,46.89,-3.89,-8.296,2.0802,1226969,54977592.5,5160000000.0,2536229010.0
2017-05-19,'002761,∂‡œ≤∞Æ,46.89,48.15,45.0,47.97,48.15,-1.26,-2.6168,2.2464,1324962,62068788.42,5626800000.0,2765669262.3
2017-05-18,'002761,∂‡œ≤∞Æ,48.15,54.18,48.15,53.5,53.5,-5.35,-10.0,2.6764,1578581,78849670.46,5778000000.0,2839986670.5
2017-05-17,'002761,∂‡œ≤∞Æ,53.5,54.62,53.28,54.18,54.19,-0.69,-1.2733,0.7294,430199,23132457.57,6420000000.0,3155540745.0
2017-05-16,'002761,∂‡œ≤∞Æ,54.19,54.4,53.02,53.02,53.34,0.85,1.5936,1.2121,714927,38502658.14,6502800000.0,3196238373.3
2017-05-15,'002761,∂‡œ≤∞Æ,53.34,54.35,52.41,52.82,52.82,0.52,0.9845,0.5993,353500,19001989.0,6400800000.0,3146103613.8
2017-05-12,'002761,∂‡œ≤∞Æ,52.82,54.68,52.05,52.05,52.3,0.52,0.9943,0.7779,458826,24472907.59,6338400000.0,3115432937.4
2017-05-11,'002761,∂‡œ≤∞Æ,52.3,53.85,51.5,53.2,53.18,-0.88,-1.6548,0.8152,480800,25170079.0,6276000000.0,3084762261.0
2017-05-10,'002761,∂‡œ≤∞Æ,53.18,56.6,52.0,56.6,55.25,-2.07,-3.7466,1.0405,613685,33031226.41,6381600000.0,3136666482.6
2017-05-09,'002761,∂‡œ≤∞Æ,55.25,57.65,51.57,57.3,57.3,-2.05,-3.5777,2.478,1461589,78518107.87,6630000000.0,3258759367.5
2017-05-08,'002761,∂‡œ≤∞Æ,57.3,61.9,56.9,60.47,60.98,-3.68,-6.0348,1.5655,923372,54503752.16,6876000000.0,3379672611.0
2017-05-05,'002761,∂‡œ≤∞Æ,60.98,64.8,60.11,60.55,60.85,0.13,0.2136,2.2908,1351178,84031376.24,7317600000.0,3596726628.6
2017-05-04,'002761,∂‡œ≤∞Æ,60.85,61.0,56.0,57.05,57.37,3.48,6.0659,1.8048,1064519,63685454.06,7302000000.0,3589058959.5
2017-05-03,'002761,∂‡œ≤∞Æ,57.37,59.22,56.68,58.94,58.86,-1.49,-2.5314,1.4973,883130,50720136.2,6884400000.0,3383801355.9
2017-05-02,'002761,∂‡œ≤∞Æ,58.86,60.5,54.09,55.0,55.0,3.86,7.0182,1.2348,728282,42185298.93,7063200000.0,3471684640.2
2017-04-28,'002761,∂‡œ≤∞Æ,55.0,55.1,54.54,55.01,55.01,-0.01,-0.0182,0.4846,285801,15647134.71,6600000000.0,3244013850.0
2017-04-27,'002761,∂‡œ≤∞Æ,55.01,55.9,54.55,55.9,55.13,-0.12,-0.2177,0.6537,385539,21175244.62,6601200000.0,3244603670.7
2017-04-26,'002761,∂‡œ≤∞Æ,55.13,55.76,54.44,54.44,55.08,0.05,0.0908,0.5512,325128,17923262.28,6615600000.0,3251681519.1
2017-04-25,'002761,∂‡œ≤∞Æ,55.08,55.88,54.66,55.15,55.08,0.0,0.0,0.5433,320423,17668671.66,6609600000.0,3248732415.6
2017-04-24,'002761,∂‡œ≤∞Æ,55.08,56.77,52.11,52.61,53.24,1.84,3.456,0.944,556810,30417753.78,6609600000.0,3248732415.6
2017-04-21,'002761,∂‡œ≤∞Æ,53.24,53.95,52.1,52.6,52.77,0.47,0.8907,0.4104,242074,12874692.69,6388800000.0,3140205406.8
2017-04-20,'002761,∂‡œ≤∞Æ,52.77,54.25,52.54,53.14,53.31,-0.54,-1.0129,0.4818,284174,15136000.95,6332400000.0,3112483833.9
2017-04-19,'002761,∂‡œ≤∞Æ,53.31,53.49,52.0,52.0,52.2,1.11,2.1264,0.8623,508610,26851497.34,6397200000.0,3144334151.7
2017-04-18,'002761,∂‡œ≤∞Æ,52.2,54.87,51.03,53.0,52.94,-0.74,-1.3978,2.1019,1239753,66204682.07,6264000000.0,3078864054.0
2017-04-17,'002761,∂‡œ≤∞Æ,52.94,59.49,52.94,58.61,58.82,-5.88,-9.9966,1.9023,1122016,61288194.6,6352800000.0,3122510785.8
2017-04-14,'002761,∂‡œ≤∞Æ,58.82,60.1,57.12,57.9,57.57,1.25,2.1713,0.79,465982,27467617.32,7058400000.0,3469325357.4
2017-04-13,'002761,∂‡œ≤∞Æ,57.57,59.08,56.4,59.08,59.1,-1.53,-2.5888,0.8474,499822,28719614.5,6908400000.0,3395597769.9
2017-04-12,'002761,∂‡œ≤∞Æ,59.1,62.66,58.5,62.0,61.32,-2.22,-3.6204,1.4992,884283,53054189.12,7092000000.0,3485840337.0
2017-04-11,'002761,∂‡œ≤∞Æ,61.32,61.85,59.0,61.46,60.62,0.7,1.1547,1.2942,763323,46068028.56,7358400000.0,3616780532.4
2017-04-10,'002761,∂‡œ≤∞Æ,60.62,65.0,60.6,62.0,62.13,-1.51,-2.4304,2.6046,1536221,95352519.89,7274400000.0,3575493083.4
2017-04-07,'002761,∂‡œ≤∞Æ,62.13,62.5,58.0,58.6,58.9,3.23,5.4839,2.4607,1451396,88545825.97,7455600000.0,3664556009.1
2017-04-06,'002761,∂‡œ≤∞Æ,58.9,60.0,56.64,56.64,57.04,1.86,3.2609,1.9073,1124962,66006226.81,7068000000.0,3474043923.0
2017-04-05,'002761,∂‡œ≤∞Æ,57.04,58.07,56.01,57.8,57.47,-0.43,-0.7482,1.7228,1016138,57897691.33,6844800000.0,3364337272.8
2017-03-31,'002761,∂‡œ≤∞Æ,57.47,58.91,55.18,56.0,55.9,1.57,2.8086,2.7507,1622409,91838673.48,6896400000.0,3389699562.9
2017-03-30,'002761,∂‡œ≤∞Æ,55.9,57.5,54.55,56.35,55.52,0.38,0.6844,2.4452,1442223,80466092.08,6708000000.0,3297097713.0
2017-03-29,'002761,∂‡œ≤∞Æ,55.52,58.35,55.21,56.0,55.55,-0.03,-0.054,4.265,2515598,142080937.29,6662400000.0,3274684526.4
2017-03-28,'002761,∂‡œ≤∞Æ,55.55,57.11,54.0,57.0,56.81,-1.26,-2.2179,3.9087,2305413,129391750.44,6666000000.0,3276453988.5
2017-03-27,'002761,∂‡œ≤∞Æ,56.81,58.14,54.5,54.5,53.07,3.74,7.0473,8.114,4785819,270855925.19,6817200000.0,3350771396.7
2017-03-24,'002761,∂‡œ≤∞Æ,53.07,55.47,52.74,53.51,53.98,-0.91,-1.6858,4.698,2770996,149643454.02,6368400000.0,3130178454.9
2017-03-23,'002761,∂‡œ≤∞Æ,53.98,57.8,52.81,54.5,54.84,-0.86,-1.5682,6.2545,3689035,203749494.97,6477600000.0,3183852138.6
2017-03-22,'002761,∂‡œ≤∞Æ,54.84,55.89,52.42,52.7,53.6,1.24,2.3134,8.1564,4810822,262730567.68,6580800000.0,3234576718.8
2017-03-21,'002761,∂‡œ≤∞Æ,53.6,55.16,52.23,52.47,55.08,-1.48,-2.687,8.0624,4755361,255377366.8,6432000000.0,3161438952.0
2017-03-20,'002761,∂‡œ≤∞Æ,55.08,55.08,48.69,48.69,50.07,5.01,10.006,10.2312,6034591,324749818.6,6609600000.0,3248732415.6
2017-03-17,'002761,∂‡œ≤∞Æ,50.07,51.29,44.0,44.0,47.7,2.37,4.9686,16.4117,9679984,458080557.86,6008400000.0,2953232244.9
2017-03-16,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-03-15,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-03-14,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-03-13,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-03-10,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-03-09,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-03-08,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-03-07,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-03-06,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-03-03,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-03-02,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-03-01,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-28,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-27,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-24,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-23,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-22,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-21,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-20,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-17,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-16,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-15,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-14,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-13,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-10,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-09,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-08,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-07,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-06,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-02-03,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-26,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-25,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-24,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-23,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-20,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-19,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-18,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-17,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-16,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-13,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-12,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-11,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,47.7,None,None,0.0,0,0.0,5724000000.0,2813444739.0
2017-01-10,'002761,∂‡œ≤∞Æ,47.7,47.7,43.01,43.22,43.36,4.34,10.0092,3.9394,2323526,105624794.5,5724000000.0,2813444739.0
2017-01-09,'002761,∂‡œ≤∞Æ,43.36,43.72,42.85,43.0,43.17,0.19,0.4401,0.7801,460100,19964791.0,5203200000.0,2557462555.2
2017-01-06,'002761,∂‡œ≤∞Æ,43.17,43.6,41.78,41.78,42.38,0.79,1.8641,2.0523,1210465,52205430.77,5180400000.0,2546255961.9
2017-01-05,'002761,∂‡œ≤∞Æ,42.38,42.59,41.83,42.0,42.18,0.2,0.4742,1.1202,660739,27835949.64,5085600000.0,2499660126.6
2017-01-04,'002761,∂‡œ≤∞Æ,42.18,42.18,40.92,40.98,40.96,1.22,2.9785,1.2567,741240,30920125.2,5061600000.0,2487863712.6
2017-01-03,'002761,∂‡œ≤∞Æ,40.96,41.48,40.36,40.86,40.86,0.1,0.2447,0.6505,383672,15686136.2,4915200000.0,2415905587.2
2016-12-30,'002761,∂‡œ≤∞Æ,40.86,41.8,40.7,41.31,41.37,-0.51,-1.2328,0.5348,315440,12986488.8,4903200000.0,2410007380.2
2016-12-29,'002761,∂‡œ≤∞Æ,41.37,41.68,40.6,40.9,41.05,0.32,0.7795,0.916,540248,22399173.2,4964400000.0,2440088235.9
2016-12-28,'002761,∂‡œ≤∞Æ,41.05,42.1,40.68,41.8,41.2,-0.15,-0.3641,1.3586,801357,33161050.78,4926000000.0,2421213973.5
2016-12-27,'002761,∂‡œ≤∞Æ,41.2,42.15,41.1,41.48,41.48,-0.28,-0.675,0.8627,508859,21203057.53,4944000000.0,2430061284.0
2016-12-26,'002761,∂‡œ≤∞Æ,41.48,41.59,40.72,41.0,41.5,-0.02,-0.0482,1.0128,597350,24568280.87,4977600000.0,2446576263.6
2016-12-23,'002761,∂‡œ≤∞Æ,41.5,41.9,40.0,40.31,40.31,1.19,2.9521,2.2968,1354672,55626549.69,4980000000.0,2447755905.0
2016-12-22,'002761,∂‡œ≤∞Æ,40.31,40.66,39.58,39.6,39.83,0.48,1.2051,2.177,1284030,51669630.52,4837200000.0,2377567241.7
2016-12-21,'002761,∂‡œ≤∞Æ,39.83,40.22,39.65,40.17,39.85,-0.02,-0.0502,1.224,721932,28868936.5,4779600000.0,2349255848.1
2016-12-20,'002761,∂‡œ≤∞Æ,39.85,40.19,38.93,39.3,39.41,0.44,1.1165,1.6785,990031,39275539.62,4782000000.0,2350435489.5
2016-12-19,'002761,∂‡œ≤∞Æ,39.41,40.2,38.85,39.5,39.7,-0.29,-0.7305,1.8799,1108814,43803725.89,4729200000.0,2324483378.7
2016-12-16,'002761,∂‡œ≤∞Æ,39.7,40.3,39.23,40.05,40.42,-0.72,-1.7813,1.4811,873587,34746463.1,4764000000.0,2341588179.0
2016-12-15,'002761,∂‡œ≤∞Æ,40.42,40.65,37.5,38.48,39.1,1.32,3.376,3.6775,2169046,85465456.97,4850400000.0,2384055269.4
2016-12-14,'002761,∂‡œ≤∞Æ,39.1,41.64,38.7,39.02,39.02,0.08,0.205,5.7546,3394171,136080149.55,4692000000.0,2306198937.0
2016-12-13,'002761,∂‡œ≤∞Æ,39.02,42.42,38.07,42.35,42.3,-3.28,-7.7541,7.6175,4492942,174174837.56,4682400000.0,2301480371.4
2016-12-12,'002761,∂‡œ≤∞Æ,42.3,44.47,41.06,41.06,41.05,1.25,3.0451,6.7324,3970893,168603325.12,5076000000.0,2494941561.0
2016-12-09,'002761,∂‡œ≤∞Æ,41.05,41.89,40.68,41.7,41.75,-0.7,-1.6766,1.3296,784245,32250514.4,4926000000.0,2421213973.5
2016-12-08,'002761,∂‡œ≤∞Æ,41.75,42.15,41.7,41.84,41.85,-0.1,-0.2389,0.5845,344765,14444059.95,5010000000.0,2462501422.5
2016-12-07,'002761,∂‡œ≤∞Æ,41.85,42.28,41.44,41.9,41.78,0.07,0.1675,1.039,612820,25710732.88,5022000000.0,2468399629.5
2016-12-06,'002761,∂‡œ≤∞Æ,41.78,42.1,40.6,40.91,40.7,1.08,2.6536,2.5431,1499979,62161952.33,5013600000.0,2464270884.6
2016-12-05,'002761,∂‡œ≤∞Æ,40.7,41.16,40.5,40.77,40.96,-0.26,-0.6348,0.9369,552611,22595529.89,4884000000.0,2400570249.0
2016-12-02,'002761,∂‡œ≤∞Æ,40.96,42.47,40.53,42.26,42.27,-1.31,-3.0991,1.506,888265,36809958.74,4915200000.0,2415905587.2
2016-12-01,'002761,∂‡œ≤∞Æ,42.27,43.01,42.05,42.2,42.3,-0.03,-0.0709,1.8447,1088027,46173632.7,5072400000.0,2493172098.9
2016-11-30,'002761,∂‡œ≤∞Æ,42.3,43.07,42.04,42.35,42.3,0.0,0.0,1.536,905987,38626388.14,5076000000.0,2494941561.0
2016-11-29,'002761,∂‡œ≤∞Æ,42.3,43.35,42.3,43.34,43.11,-0.81,-1.8789,1.2838,757192,32520900.98,5076000000.0,2494941561.0
2016-11-28,'002761,∂‡œ≤∞Æ,43.11,43.68,43.02,43.31,43.31,-0.2,-0.4618,0.8791,518514,22414212.0,5173200000.0,2542717037.7
2016-11-25,'002761,∂‡œ≤∞Æ,43.31,43.68,42.2,43.48,43.78,-0.47,-1.0735,1.2492,736801,31642464.24,5197200000.0,2554513451.7
2016-11-24,'002761,∂‡œ≤∞Æ,43.78,44.24,42.75,44.24,44.15,-0.37,-0.8381,2.5851,1524738,66147989.78,5253600000.0,2582235024.6
