»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2015-07-01,'002761,∂‡œ≤∞Æ,31.18,32.58,29.05,29.2,29.62,1.56,5.2667,39.1517,11745513,369701235.61,3741600000.0,935400000.0
2015-06-30,'002761,∂‡œ≤∞Æ,29.62,29.62,24.24,24.25,26.93,2.69,9.9889,53.1258,15937742,424234010.5,3554400000.0,888600000.0
2015-06-29,'002761,∂‡œ≤∞Æ,26.93,31.0,26.93,31.0,29.92,-2.99,-9.9933,52.5459,15763762,446600141.87,3231600000.0,807900000.0
2015-06-26,'002761,∂‡œ≤∞Æ,29.92,29.92,29.92,29.92,27.2,2.72,10.0,6.6876,2006291,60028226.72,3590400000.0,897600000.0
2015-06-25,'002761,∂‡œ≤∞Æ,27.2,27.2,27.2,27.2,24.73,2.47,9.9879,0.0974,29230,795056.0,3264000000.0,816000000.0
2015-06-24,'002761,∂‡œ≤∞Æ,24.73,24.73,24.73,24.73,22.48,2.25,10.0089,0.025,7500,185475.0,2967600000.0,741900000.0
2015-06-23,'002761,∂‡œ≤∞Æ,22.48,22.48,22.48,22.48,20.44,2.04,9.9804,0.138,41400,930672.0,2697600000.0,674400000.0
2015-06-19,'002761,∂‡œ≤∞Æ,20.44,20.44,20.44,20.44,18.58,1.86,10.0108,0.3494,104808,2142275.52,2452800000.0,613200000.0
2015-06-18,'002761,∂‡œ≤∞Æ,18.58,18.58,18.58,18.58,16.89,1.69,10.0059,0.032,9600,178368.0,2229600000.0,557400000.0
2015-06-17,'002761,∂‡œ≤∞Æ,16.89,16.89,16.89,16.89,15.35,1.54,10.0326,0.0463,13900,234771.0,2026800000.0,506700000.0
2015-06-16,'002761,∂‡œ≤∞Æ,15.35,15.35,15.35,15.35,13.95,1.4,10.0358,0.023,6900,105915.0,1842000000.0,460500000.0
2015-06-15,'002761,∂‡œ≤∞Æ,13.95,13.95,13.95,13.95,12.68,1.27,10.0158,0.0087,2600,36270.0,1674000000.0,418500000.0
2015-06-12,'002761,∂‡œ≤∞Æ,12.68,12.68,12.68,12.68,11.53,1.15,9.974,0.0247,7400,93832.0,1521600000.0,380400000.0
2015-06-11,'002761,∂‡œ≤∞Æ,11.53,11.53,11.53,11.53,10.48,1.05,10.0191,0.0113,3400,39202.0,1383600000.0,345900000.0
2015-06-10,'002761,N∂‡œ≤∞Æ,10.48,10.48,9.52,9.52,7.28,3.2,43.956,0.0393,11800,123563.0,1257600000.0,314400000.0
2015-06-02,'002761,∂‡œ≤∞Æ,0.0,0.0,0.0,0.0,7.28,None,None,0.0,0,0.0,655200000.0,0.0
